ItemNo;Description;Module;ItemMainGroup;ItemSubGroup;Stock;Price_B2B;ManufacturerCode;ManufacturerName;ReferenceNumber;GTIN;GrossWeight
PETK0038;Petkit Katzenklo Purobot Ultra Lufterfrischer N60 3 Stk (P9224);BABHOME;;;21;17,90;PETKIT;Petkit;P9224;6975069305240;0,293
PETK0040;Petkit Katzenklo Pura Max 2 & Purobot Max Pro Unterlage;BABHOME;;;19;22,10;PETKIT;Petkit;P99035;6975069304830;0,485
PETK0041;Petkit Katzenstreu Entferner Magnetisch 2 Stk;BABHOME;;;19;11,67;PETKIT;Petkit;P99021;6975069303413;0,341
PETK0043;Petkit Katzenstreu Entferner Set Tofu;BABHOME;;;3;11,00;PETKIT;Petkit;P99022;6975069303536;0,352
PETK0044;Petkit Katzenstreu Entferner Set Mineralsand;BABHOME;;;2;10,00;PETKIT;Petkit;P99023;6975069303475;0,353
PETK0045;Petkit Purobot Max Pro 2;BABHOME;;;60;369,92;PETKIT;Petkit;P9904 PRO 2;6975069306278;14,85
PETK0046;Petkit Trinkbrunnen Eversweet Max - UVC Pump;BABHOME;;;52;60,70;PETKIT;Petkit;P4115 UVC;6975069307305;1,875
PETK0047;Petkit Trinkbrunnen Eversweet Max 2 -100;BABHOME;;;25;60,70;PETKIT;Petkit;P4116;6975069307107;1,8
PETK0048;Petkit Trinkbrunnen Eversweet Max 2 - 100 - UVC Pump;BABHOME;;;53;71,80;PETKIT;Petkit;P4116 UVC;6975069307091;1,90625
PETK0049;Petkit Schaumstofffilter für Wireless Pumpe | 15pcs;BABHOME;;;2;8,30;PETKIT;Petkit;FOAM-15PCS;6973293809244;0,012
PETK0050;Petkit Wireless Pump Replacement;BABHOME;;;23;10,66;PETKIT;Petkit;P4113;6973293809077;0,11
PETK0051;Petkit Fresh Element SOLO New - Grey;BABHOME;;;13;55,20;PETKIT;Petkit;P570 GREY;6973293802276;2,04
PETK0058;Petkit Natural Cat Litter - 4bags;BABHOME;;;8;24,80;PETKIT;Petkit;PKCL11;6975069306063;10,3
PETK0059;Petkit 5 in 1 Mixed Cat Litter (Upgrade) -3bags;BABHOME;;;16;22,10;PETKIT;Petkit;PKCL12;6973293808971;7,6
PETK0061;Petkit Urine Monitor Cat Litter  - 4bags;BABHOME;;;14;29,42;PETKIT;Petkit;PKCL10;6975069306803;10,2
PETK0062;Petkit Crystal Litter  - 4bags Exclusive für PUROBOT CRYSTAL DUO;BABHOME;;;30;56,60;PETKIT;Petkit;C01;6975069306551;12,34
PETK0063;Petkit Crystal PH Litter - 4bags Exclusive for PUROBOT CRYSTAL DUO;BABHOME;;;20;55,83;PETKIT;Petkit;C1;6975069306650;11,94
PETK0067;Petkit Purobot Crystal duo ;BABHOME;;;45;151,80;PETKIT;Petkit;P9905;6975069307244;11,8
PETK0072;Petkit Pura Air Smart Spray;BABHOME;;;19;29,00;PETKIT;Petkit;K3;6973293806052;0,54
PETK0074;Petkit Standard Litter  Sifter P99031 For PUROBOT ULTRA;BABHOME;;;10;11,67;PETKIT;Petkit;FILTER NET-BLUE;6975069304779;0,208
PETK0077;Petkit Ständer für Futterautomat;BABHOME;;;16;11,00;PETKIT;Petkit;DP1;6975069303680;0,634
PETK0080;Petkit Wireless Pump-UVC for Sales;BABHOME;;;36;15,73;PETKIT;Petkit;P4113 UVC;6975069301846;0,112
PETK0081;Petkit Easy-Step Pedal - Step for Automatic Litter Boxes with Dirt Catcher;BABHOME;;;29;25,38;PETKIT;Petkit;P9225;6975069305691;0,675
PETK0082;Petkit Futterautomat YumShare Dual-Hopper mit Kamera;BABHOME;;;58;152,25;PETKIT;Petkit;D4SH-EU;6975069307596;3,775
PETK0083;Petkit Front Entry Hood for PUROBOT CRYSTAL DUO;BABHOME;;;45;32,99;PETKIT;Petkit;P99051;6975069305677;1,18
PETK0084;Petkit PURA MAX FENCE 2.0 for Purobot Max Pro 2;BABHOME;;;42;10,15;PETKIT;Petkit;P99045;6975069306407;0,116
PETK0085;Petkit PUROBOT CRYSTAL DUO With Front Entry Hood-EU;BABHOME;;;58;192,85;PETKIT;Petkit;T7-W1 -EU;6975069308807;12,56
PLAY0002;Playmobil 70191 City Life - Krankenhaus mit Einrichtung;BABHOME;DV;;9;50,75;PLAY;Playmobil;70191;4008789701916;2,67
PPCA0005;Anker EverFrost Powered Cooler 33L + Cooler Battery SET;BAB GREENVISION;;;8;436,45;ANKER;Anker;A17A03M2+A17B5011;0194644126353;28,3
PPCA0006;Anker EverFrost Powered Cooler 43L + Cooler Battery SET;BAB GREENVISION;;;1;477,05;ANKER;Anker;A17A13M2+A17B5011;0194644126346;0
PPCA0007;Anker EverFrost Powered Cooler 53L + Cooler Battery SET;BAB GREENVISION;;;4;558,25;ANKER;Anker;A17A23M2+A17B5011;0194644126339;33,75
PPCA0009;Anker EverFrost Powered Cooler Battery;BAB GREENVISION;;;14;1014,99;ANKER;Anker;A17B5011*;194644182649;0,268
PPCE0003;ECOFLOW Glacier Plug-in Battery;BAB GREENVISION;PPS;;7;221,68;ECOFLOW;Ecoflow;ZYDBX100-EB;4895251604802;2,5
PPCE0004;ECOFLOW Glacier Protection Bag;BAB GREENVISION;PPS;;1;93,53;ECOFLOW;Ecoflow;EFB-GLACIER;4895251605984;2,0175
PPCE0007;ECOFLOW GLACIER Classic 35L;BAB GREENVISION;PPS;;10;497,35;ECOFLOW;Ecoflow;EFGLACIER35L-EU-NBOX;4895251641623;24,78
PPCE0010;ECOFLOW GLACIER Classic 35L+Battery Bundle;BAB GREENVISION;PPS;;7;598,85;ECOFLOW;Ecoflow;EFGLACIER35L-EU-NBOX/ZYDBX100-EB;;0
PPE0015;ECOFLOW Battery 2kWh ;BAB GREENVISION;PPS;;8;1231,70;ECOFLOW;Ecoflow;ZMM100BP2;4897082668718;18,56
PPE0016;ECOFLOW Battery 5kWh;BAB GREENVISION;PPS;;3;2754,20;ECOFLOW;Ecoflow;ZMM100BP5;4897082668831;44,2
PPE0020;ECOFLOW Double handle Connection Cable;BAB GREENVISION;PPS;;7;79,03;ECOFLOW;Ecoflow;L48DH-0.75M;4897082666516;0,862
PPE0021;ECOFLOW XT60i Cable 2.5m;BAB GREENVISION;PPS;;11;18,17;ECOFLOW;Ecoflow;LMC4-XT60I-2.5M;4895251603072;0,325
PPE0023;ECOFLOW River 2 Bag;BAB GREENVISION;PPS;;1;50,04;ECOFLOW;Ecoflow;BZMR600;4895251604314;1,83333
PPE0027;ECOFLOW Delta Max US Extra Battery Bag;BAB GREENVISION;PPS;;14;64,55;ECOFLOW;Ecoflow;BDELTAMAXEB-US;4897082665779;0,293
PPE0030;ECOFLOW Portable Power Station Grounding Adapter;BAB GREENVISION;PPS;;15;71,76;ECOFLOW;Ecoflow;ZMA003-EU/UK-C20;4895251600293;0,243
PPE0031;ECOFLOW Delta Pro EU EV X-Stream Adapter;BAB GREENVISION;PPS;;3;71,76;ECOFLOW;Ecoflow;DELTAPROCC-EU;4897082665571;0,31
PPE0044;ECOFLOW Infinity Cable ;BAB GREENVISION;PPS;;12;88,20;ECOFLOW;Ecoflow;L38DH-2M-HV;4897082668091;1,205
PPE0047;ECOFLOW Battery 2kWh Mounting Strap;BAB GREENVISION;PPS;;61;36,34;ECOFLOW;Ecoflow;AFRB-MM100BP2;4897082669357;1,78
PPE0048;ECOFLOW Battery 5kWh Mounting Strap;BAB GREENVISION;PPS;;3;36,34;ECOFLOW;Ecoflow;AFRB-MM100BP5;4897082668749;2,38
PPE0070;ECOFLOW Rigid Solar Panel Mounting Feet;BAB GREENVISION;PPS;;16;12,18;ECOFLOW;Ecoflow;AKIT-MS331;4895251600033;0,278
PPE0142;ECOFLOW Rapid 5000 - Powerbank Black;BAB GREENVISION;PPS;;88;33,50;ECOFLOW;Ecoflow;EF-RAPID5000-B-EU;4895251629300;0,235
PPE0143;ECOFLOW Rapid 5000 - Powerbank Blue;BAB GREENVISION;PPS;;68;33,50;ECOFLOW;Ecoflow;EF-RAPID5000-L-EU;4895251627542;0,25
PPE0144;ECOFLOW Rapid 5000 - Powerbank Silver;BAB GREENVISION;PPS;;4;33,50;ECOFLOW;Ecoflow;EF-RAPID5000-EU;4895251627405;0,23953
PPE0148;ECOFLOW Charger 65W ;BAB GREENVISION;PPS;;1;44,56;ECOFLOW;Ecoflow;EFA-65W-GAN-CHARGER-EU;4895251622905;0,214
PPE0164;ECOFLOW Delta Pro 3/Delta Pro Extra Battery Cable;BAB GREENVISION;PPS;;5;58,67;ECOFLOW;Ecoflow;EFL-DELTAPRO348DH-0.85M;4895251625005;1,08667
PPE0165;ECOFLOW Delta Pro 3/Delta Pro Extra Battery Cable 2m;BAB GREENVISION;PPS;;6;95,41;ECOFLOW;Ecoflow;EFL-DELTAPRO348DH-2M;4895251624992;1,74333
PPE0166;ECOFLOW Delta Pro 3 EV-stream adapter;BAB GREENVISION;PPS;;1;73,59;ECOFLOW;Ecoflow;EFL-EVX-STREAMADAPTER-EU;4895251609142;0,687
PPE0209;ECOFLOW Battery 2kWh ;BAB GREENVISION;PPS;;5;1231,70;ECOFLOW;Ecoflow;ZMM100BP2;04897082668718;18,56
PPE0220;ECOFLOW RAPID Pro X - Powerbank ;BAB GREENVISION;PPS;;1;171,54;ECOFLOW;Ecoflow;EF-RP27KGEEK-EU;4895251646673;1,21
PPE0222;ECOFLOW RAPID Pro 20K - Powerbank;BAB GREENVISION;PPS;;15;86,28;ECOFLOW;Ecoflow;EF-RAPIDPRO20K-EU;4895251641289;0,934
PPE0223;ECOFLOW RAPID 25K Build-in cable - Powerbank Green;BAB GREENVISION;PPS;;28;71,05;ECOFLOW;Ecoflow;EF-RAPID25K100W-G-EU;4895251653671;0,77
PPE0226;ECOFLOW RAPID 25K no build-in cable - Powerbank Green;BAB GREENVISION;PPS;;30;65,98;ECOFLOW;Ecoflow;EF-RAPID25K140W-G-EU;4895251653855;0,74
PPE0227;ECOFLOW RAPID 25K no build-in cable - Powerbank Silver;BAB GREENVISION;PPS;;28;65,98;ECOFLOW;Ecoflow;EF-RAPID25K140W-S-EU;4895251653848;0,716
PPE0228;ECOFLOW RAPID 25K no build-in cable - Powerbank Black;BAB GREENVISION;PPS;;25;65,98;ECOFLOW;Ecoflow;EF-RAPID25K140W-B-EU;4895251653831;0,666
PPE0229;ECOFLOW RAPID Pro X Apple Watch charger magnetic block;BAB GREENVISION;PPS;;18;86,28;ECOFLOW;Ecoflow;EFA-RPGEEKWATCH;4895251651165;0,122
PPE0230;ECOFLOW RAPID Pro 320W station - Powerbank;BAB GREENVISION;PPS;;12;106,58;ECOFLOW;Ecoflow;EF-STATION320W-EU;4895251646376;1,335
PPE0231;ECOFLOW 140W Charger (No cable) ;BAB GREENVISION;PPS;;15;56,84;ECOFLOW;Ecoflow;EFA-140W-GAN-CHARGER-EU;4895251641500;0,28
PPE0232;ECOFLOW 100W Charger (No cable) ;BAB GREENVISION;PPS;;14;42,63;ECOFLOW;Ecoflow;EFA-100W-GAN-CHARGER-EU;4895251641449;0,232
PPE0233;ECOFLOW 240W C-C Cable;BAB GREENVISION;PPS;;28;14,21;ECOFLOW;Ecoflow;EFA-240W-C-C-CABLE-EU;4895251645447;0,114
PPE0234;ECOFLOW RAPID Mag 5K - Powerbank White;BAB GREENVISION;PPS;;40;25,38;ECOFLOW;Ecoflow;EF-RAPIDQI1-5K-W-EU;4895251647793;0,17
PPE0235;ECOFLOW RAPID Mag 5K - Powerbank Purple;BAB GREENVISION;PPS;;48;25,38;ECOFLOW;Ecoflow;EF-RAPIDQI1-5K-VT-EU;4895251647830;0,18622
PPE0236;ECOFLOW RAPID Mag 5K - Powerbank Black;BAB GREENVISION;PPS;;40;25,38;ECOFLOW;Ecoflow;EF-RAPIDQI1-5K-B-EU;4895251647809;0,18622
PPE0237;ECOFLOW RAPID Mag 10K - Powerbank White;BAB GREENVISION;PPS;;40;40,60;ECOFLOW;Ecoflow;EF-RAPIDQI1-10K-W-EU;4895251647991;0,286
PPE0239;ECOFLOW RAPID Mag 10K - Powerbank Schwarz;BAB GREENVISION;PPS;;25;40,60;ECOFLOW;Ecoflow;EF-RAPIDQI1-10K-B-EU;4895251648004;0,28167
PPE0242;ECOFLOW Delta Pro Ultra - Inverter;BAB GREENVISION;PPS;;12;1847,30;ECOFLOW;Ecoflow;EFDELTAPROULTRA-EU;4895251608596;41,45
PPE0258;ECOFLOW Alternator Charger Mounting Bracket;BAB GREENVISION;PPS;;13;34,81;ECOFLOW;Ecoflow;EFA-ALTCHARGERBRACKET;4895251636209;1,17
PPE0259;ECOFLOW DELTA 3 Bag;BAB GREENVISION;PPS;;17;49,02;ECOFLOW;Ecoflow;EFDELTA3-BAG;4895251629638;1,21
PPE0260;ECOFLOW DELTA 3 Cable;BAB GREENVISION;PPS;;25;49,02;ECOFLOW;Ecoflow;EFDELTA3-CABLE;4895251632515;0,352
PPE0272;ECOFLOW Get Set Kit + 2x 2kWh Battery;BAB GREENVISION;PPS;;4;3603,25;ECOFLOW;Ecoflow;;;0
PPE0273;EcoFlow Trolley (DELTA Pro Ultra)	;BAB GREENVISION;PPS;;7;126,88;ECOFLOW;Ecoflow;EFTROLLEY-DPU;4895251609036;17,4
PPE0285;ECOFLOW TRAIL Plus 300 DC - Portable Powerstation;BAB GREENVISION;PPS;;4;142,10;ECOFLOW;Ecoflow;EF-TRAIL300PLUS-N;4895251648424;2,85833
PPE0286;ECOFLOW TRAIL Portable Powerstation Waterproof Carrying Case;BAB GREENVISION;PPS;;13;42,12;ECOFLOW;Ecoflow;EFB-TRAIL200/300-BAG;4895251665056;0,446
PPE1001;everHome EcoTracker IR - Energiemessgerät ;BAB GREENVISION;ZUBEHÖR;;326;68,01;EVERHOME;everHome;ET-IR;0610371446279;0,168
PPH0009;Huawei SmartCharger Wallbox - SCharger-7KS-S0;BAB GREENVISION;;;15;406,00;HUAWEI;Huawei;02314BXJ;;4,174
PPSE0006;ECOFLOW Micro Inverter to Power Station Connection Cable - Car Charge Connector;BAB GREENVISION;PPS;;3;21,11;ECOFLOW;Ecoflow;EFL-BKWRIVERCABLE-0.5M;4895251606547;0,213
PPSE0010;ECOFLOW AC Cable - DE-Wieland - Charging cable;BAB GREENVISION;PPS;;37;28,42;ECOFLOW;Ecoflow;EFL-BKWAC-DIY;4895251607773;0,206
PPSE0012;ECOFLOW AC Cable - 3m - Charging cable;BAB GREENVISION;PPS;;8;21,11;ECOFLOW;Ecoflow;EFL-BKWAC-3M-EU;4895251607698;0,447
PPSE0013;ECOFLOW 100W - Solar Panel;BAB GREENVISION;PPS;;2;93,58;ECOFLOW;Ecoflow;ZMS330;4897082668619;4,13
PPSE0015;ECOFLOW Single Axis Solar Tracker;BAB GREENVISION;PPS;;3;289,28;ECOFLOW;Ecoflow;EFSAST;4895251605205;12,6
PPSE0020;ECOFLOW Solar Extension Cable (3m);BAB GREENVISION;PPS;;2;35,53;ECOFLOW;Ecoflow;EFMC4-3M;4897082661832;0,55875
PPSE0026;ECOFLOW Solar Angle Guide;BAB GREENVISION;PPS;;4;10,86;ECOFLOW;Ecoflow;SOLARAG;4897082668404;0,053
PPSE0031;ECOFLOW 2 x 100W Rigid Solar Panel Combo;BAB GREENVISION;PPS;;2;129,92;ECOFLOW;Ecoflow;ZMS331-2-AKIT-2;4895251602709;15,52
PPSE0038;ECOFLOW 30*400W Rigid Solar Panel Combo;BAB GREENVISION;PPS;;10;4449,46;ECOFLOW;Ecoflow;ZPTSP300-30;4895251603775;632,46
PPSE0041;ECOFLOW Distribution Panel;BAB GREENVISION;PPS;;4;418,59;ECOFLOW;Ecoflow;ZMM100LD-EU;4897082669210;4,13
PPSE0043;ECOFLOW Get Set Kit;BAB GREENVISION;PPS;;6;1319,50;ECOFLOW;Ecoflow;ZMM100-COMBO1-EU;4895251601429;25,13
PPSE0044;ECOFLOW Prepared Kit;BAB GREENVISION;PPS;;3;1886,17;ECOFLOW;Ecoflow;ZMM100-COMBO2-EU;4895251601436;28,76
PPSE0046;ECOFLOW Balcony Hook Kit;BAB GREENVISION;PPS;;5;73,44;ECOFLOW;Ecoflow;EFA-PTSP300HOOK;4895251606653;3,87
PPSE0048;ECOFLOW LFP Battery Power Cable 1,5m;BAB GREENVISION;PPS;;22;95,71;ECOFLOW;Ecoflow;LB-CONT-1.5M;4897082669432;1,265
PPSE0056;ECOFLOW Solar adjustable Tilt Mount Bracket;BAB GREENVISION;PPS;;13;244,01;ECOFLOW;Ecoflow;AA-FRAME-TILT;4895251604550;17,08
PPSE0063;ECOFLOW Adjustable Ground & Suspended Solar Bracket;BAB GREENVISION;PPS;;16;95,71;ECOFLOW;Ecoflow;EFA-DJUST;4895251608442;11,75
PPSE0072;ECOFLOW Wave2 Nylon Cable and support Frame;BAB GREENVISION;PPS;;3;36,34;ECOFLOW;Ecoflow;EFA-WAVE2IM;4895251606073;0,247
PPSE0078;ECOFLOW Solar Hat M-L;BAB GREENVISION;PPS;;2;95,92;ECOFLOW;Ecoflow;EFPOWERHAT-M-L;4895251628808;0,754
PPSE0079;ECOFLOW Solar Hat L-XL;BAB GREENVISION;PPS;;2;95,92;ECOFLOW;Ecoflow;EFPOWERHAT-L-XL;4895251628815;0,764
PPSE0083;ECOFLOW 4 x250W Rigid Solar Panel;BAB GREENVISION;PPS;;2;416,15;ECOFLOW;Ecoflow;EFSOLAR250W-R-D-LF-1-EU-4;4895251642002;46,85
PPSE0087;ECOFLOW STREAM Solar Panel Extension Cable 2.95m;BAB GREENVISION;PPS;;55;24,87;ECOFLOW;Ecoflow;EFL-STREAMMI-PV-2.95M;4895251640473;0,795
PPSE0088;ECOFLOW STREAM AC Cable 1.5m;BAB GREENVISION;PPS;;37;16,75;ECOFLOW;Ecoflow;EFL-STREAM-AC-1.5M-EU-H;4895251644631;0,4975
PPSE0089;ECOFLOW STREAM AC Cable 5m;BAB GREENVISION;PPS;;30;20,30;ECOFLOW;Ecoflow;EFL-STREAM-AC-5M-EU-H;4895251644662;1,22
PPSE0090;ECOFLOW STREAM AC Cable 15m;BAB GREENVISION;PPS;;2;29,59;ECOFLOW;Ecoflow;EFL-STREAM-AC-15M-EU-H;4895251644693;2,78333
PPSE0093;ECOFLOW Bracket - Lattice Balcony;BAB GREENVISION;PPS;;47;49,74;ECOFLOW;Ecoflow;EFA-BKWLATTICEBAL-W-EU;4895251642798;3,352
PPSE0096;ECOFLOW Bracket Adjustable - Facade;BAB GREENVISION;PPS;;14;40,60;ECOFLOW;Ecoflow;EFA-BKWBRACKETADJ-W-EU;4895251642842;2,399
PPSE0097;ECOFLOW Bracket - Facade;BAB GREENVISION;PPS;;11;12,59;ECOFLOW;Ecoflow;EFA-BKWFACADE-B-EU;4895251642835;0,404
PPSE0098;ECOFLOW Bracket - Pitched Roof;BAB GREENVISION;PPS;;10;108,61;ECOFLOW;Ecoflow;EFA-BKWPITCHEDROOF-W-EU;4895251642781;10,1
PPSE0099;ECOFLOW Bracket Lightweight - Facade;BAB GREENVISION;PPS;;12;12,59;ECOFLOW;Ecoflow;EFA-BKWBRACKETLIGHT-B-EU;4895251642859;0,34
PPSE0100;ECOFLOW Bracket - Lightweight;BAB GREENVISION;PPS;;10;100,49;ECOFLOW;Ecoflow;EFA-BKWLIGHTWEIGHT-W-EU;4895251642828;2,34
PPSE0101;ECOFLOW Single Axis Solar Tracker;BAB GREENVISION;PPS;;3;406,00;ECOFLOW;Ecoflow;EFA-BKSINGLETRACKER2-B-EU;4895251644037;27,24
PPSE0102;ECOFLOW Smart Plug 2 ;BAB GREENVISION;PPS;;74;25,88;ECOFLOW;Ecoflow;EF-OS-SM002-SMP2SHEL;4895251644723;0,083
PPSE0103;ECOFLOW Smart Meter;BAB GREENVISION;PPS;;34;83,74;ECOFLOW;Ecoflow;EFSMARTMETER-EU-120A;4895251646956;0,67167
PPSE0104;ECOFLOW x Shelly Smart Meter;BAB GREENVISION;PPS;;11;125,86;ECOFLOW;Ecoflow;EF-OS-SM003-SMSHEL;4895251644747;0,40833
PPSE0107;ECOFLOW STREAM Micro Inverter (incl. Cable);BAB GREENVISION;PPS;;8;111,65;ECOFLOW;Ecoflow;EFSTREAMMI800W+AC5M+PV3M*4;4895251640404;5,54
PPSE0108;EcoFlow Fixing Metal Tab (Deltra Pro Ultra) ;BAB GREENVISION;PPS;;3;24,26;ECOFLOW;Ecoflow;EFA-FIXINGMETALTAB;4895251613354;0,615
PPSE0113;ECOFLOW 2*450W Rigid Solar Panel Combo;BAB GREENVISION;PPS;;2;235,48;ECOFLOW;Ecoflow;EFSOLAR450W-2;4895251636902;52,2
PPSE0122;ECOFLOW 110W - Lightweight Portable Solar Panel;BAB GREENVISION;PPS;;30;126,88;ECOFLOW;Ecoflow;EFSOLARLIGHT110W-P-DXT4EU;4895251667388;0
PPSH0004;Huawei Inverter - 4kW - SUN2000-4KTL-M1;BAB GREENVISION;;;10;497,35;HUAWEI;Huawei;01074467-006;;20,26
PPSH0024;Huawei Inverter - 3kW - SUN2000-3KTL-M1;BAB GREENVISION;;;4;406,00;HUAWEI;Huawei;01074316-006;;20,4
PPSH0025;Huawei Inverter - 5kW - SUN2000-5KTL-L1;BAB GREENVISION;;;9;507,50;HUAWEI;Huawei;01075346-015;;13,75
PPSH0026;Huawei Inverter - 6kW - SUN2000-6KTL-L1;BAB GREENVISION;;;3;598,85;HUAWEI;Huawei;01075345-015;;13,55
PPSS2003;SMA Sunny Tripower Hybrid Inverter 8.0 Smart Energy;BAB GREENVISION;;;1;903,35;SMA;SMA;STP8.0-3SE-40;4260741339395;36,5
PVGC0001;Tecget 2 String DC-Übespannungsschutz Typ 2 ;BAB GREENVISION;;;4;76,13;TECGET;Tecget;QTGPVGAK12MC4;4061496516495;2,201
PVGC0003;Tecget 6 String DC-Übespannungsschutz Typ 2 ;BAB GREENVISION;;;3;182,70;TECGET;Tecget;QTGPVGAK32;;4,774
PVMS0003;Mounting Systems Schiene 4/35- 1,20m Alu;BAB GREENVISION;;;44;8,88;MOUNTING;;610-0704;;0
PVMS0004;Mounting Systems Schiene 4/35- 1,20m Alu schwarz;BAB GREENVISION;;;500;14,72;MOUNTING;;610-0097;;0,888
PVMS0009;Mounting Systems Schiene 4/35, 2,40m Alu;BAB GREENVISION;;;78;22,33;MOUNTING;;800-1344;;2,00667
PVMS0013;Mounting Systems GS 4/35 CS, 3,60m;BAB GREENVISION;;;95;20,81;MOUNTING;;800-1442;;2,8
PVMS0016;Mounting Systems Schiene 4/35, 4,40;BAB GREENVISION;;;86;25,88;MOUNTING;;800-1405;;0
PVMS0026;Mounting Systems GS 5/41 CS, 3,60m;BAB GREENVISION;;;231;16,75;MOUNTING;;800-1448;;2,085
PVMS0029;Mounting Systems Schiene 5/41, 4,40m Alu;BAB GREENVISION;;;139;19,29;MOUNTING;;800-1408;;0
PVMS0055;Mounting Systems Endkappe lang f. GS 5/41 schwarz;BAB GREENVISION;;;70;1,02;MOUNTING;;720-1894;;0,01784
PVMS0062;Mounting Systems Schiene 1/15 mit EPDM, 0,10m, ohne Schr.;BAB GREENVISION;;;60;0,66;MOUNTING;;720-1627;;0,02855
PVMS0070;Mounting Systems Schiene 4/32 inkl. EPDM, 0,395m;BAB GREENVISION;;;205;2,79;MOUNTING;;720-1939;;0,29
PVMS0072;Mounting Systems Dünnblechschraube 5,5x25mm ;BAB GREENVISION;;;400;0,61;MOUNTING;;720-1188;;0,0056
PVMS0102;Mounting Systems Verbinder innen f. Schiene 5/41 ;BAB GREENVISION;;;217;2,03;MOUNTING;;720-1739;;0,1938
PVMS0107;Mounting Systems Verbinder CCS-Schiene vormontiert;BAB GREENVISION;;;10;1,02;MOUNTING;;720-1664;;0,056
PVMS0109;Mounting Systems KS Verb.48x31, vm;BAB GREENVISION;;;245;1,52;MOUNTING;;720-1625;;0,072
PVMS0206;Mounting Systems Mittelklemme 30-40mm & EC Alu;BAB GREENVISION;;;23;0,76;MOUNTING;;720-1614;;0,06
PVMS0209;Mounting Systems Mittelklemme 30-40mm & EC sw;BAB GREENVISION;;;180;1,78;MOUNTING;;720-1617;;0,04808
PVMS0212;Mounting Systems Endklemme 30-40mm Alu;BAB GREENVISION;;;20;1,22;MOUNTING;;720-1327;;0,0538
PVMS0318;Mounting Systems Stockschraube M10x200 komplett-auf Holz;BAB GREENVISION;;;500;1,62;MOUNTING;;720-1184;4043377226815;0,123
PVMS0320;Mounting Systems Stockschraube M12x300 komplett-auf Holz;BAB GREENVISION;;;31;4,06;MOUNTING;;720-1311;;0,2608
PVMS0335;Mounting Systems Holzschraube 6x80 Dachhaken;BAB GREENVISION;;;500;0,25;MOUNTING;;720-1636;;0,01148
PVMS0340;Mounting Systems Befestigung Schiene (Hammerkopfschr. & Mutter);BAB GREENVISION;;;48;0,46;MOUNTING;;720-1312;4056835238978;0,02
PVMS0341;Mounting Systems Winkel Stockschraube M10;BAB GREENVISION;;;32;1,57;MOUNTING;;720-1641;;0,1136
PVMS0342;Mounting Systems Winkel Stockschraube M12;BAB GREENVISION;;;30;2,59;MOUNTING;;720-1642;;0,1112
PVMS0343;Mounting Systems Winkel Biber/Schiefer/Falzklemme M8;BAB GREENVISION;;;30;2,03;MOUNTING;;720-1651;;0,06004
PVMS0345;Mounting Systems Fixanker Beton M10x110mm;BAB GREENVISION;;;33;5,02;MOUNTING;;720-1639;;0,0699
PVMS0426;Mounting Systems Querverstrebung Dreiecke pur;BAB GREENVISION;;;5;5,99;MOUNTING;;721-0294;;0,52
PVMS0501;Mounting Systems Vorderer Stütze 10°,15°, 60mm, bg;BAB GREENVISION;;;2;2,18;MOUNTING;;720-1962;;0,27
PVMS0506;Mounting Systems Hintere Stütze, 10°, 60mm, bg;BAB GREENVISION;;;2;2,79;MOUNTING;;720-1963;;0,404
PVMS0520;Mounting Systems Bodenschiene 66x10,7mm- 2,393m;BAB GREENVISION;;;16;10,40;MOUNTING;;720-1967;;1,026
PVMS0528;Mounting Systems Hammerkopf M8x20 für Ballastwinkel;BAB GREENVISION;;;15;0,27;MOUNTING;;720-1637;;0,013
PVMS0529;Mounting Systems Mutter M8 für Ballastwinkel;BAB GREENVISION;;;16;0,27;MOUNTING;;720-1640;;0,008
PVMS0531;Mounting Systems Bautenschutzmatte Alu 370x150mm;BAB GREENVISION;;;34;1,37;MOUNTING;;720-1692;;0,342
PVMS0534;Bodenschiene 66x10,7mm-0,151m;BAB GREENVISION;;;6;2,54;MOUNTING;;720-2033;;0,065
PVMS0604;Mounting Systems Fixierungsschiene;BAB GREENVISION;;;22;28,42;MOUNTING;;720-1931;;2,45
PVMS0605;Mounting Systems hinterer Windabweiser, L=1861mm;BAB GREENVISION;;;203;16,75;MOUNTING;;720-1866;;3,0134
PVMS0614;Mounting Systems Seitenabweiser EW XL- 2277mm;BAB GREENVISION;;;97;9,39;MOUNTING;;720-1924;;1,33
PVMS0620;Mounting Systems 15° Grundschiene Süd- 1265mm;BAB GREENVISION;;;132;9,39;MOUNTING;;720-1872;;0,84
PVMS0622;Mounting Systems Grundschiene EW XL- 2287mm;BAB GREENVISION;;;183;17,26;MOUNTING;;720-1922;;1,75
PVMS0623;Mounting Systems Adapter Windabweiser 40mm;BAB GREENVISION;;;465;0,76;MOUNTING;;720-1882;;0,0825
PVMS0624;Mounting Systems Schienenabdeckung EW- 430mm;BAB GREENVISION;;;20;1,73;MOUNTING;;720-1870;;0,0616
PVMS0626;Mounting Systems 15° Schienenabdeckung Süd- 710mm;BAB GREENVISION;;;28;2,54;MOUNTING;;720-1865;;0,1028
PVMS0628;Mounting Systems Inbusschraube M6x35/24;BAB GREENVISION;;;28;0,22;MOUNTING;;720-1899;;0,00908
PVMS0629;Mounting Systems Inbusschraube M6x16;BAB GREENVISION;;;29;0,09;MOUNTING;;720-1884;;0,0056
